appeal_id,region,dept_name,sla_days_limit,category,priority,description_length,created_at,closed_at,status,processing_time_days,is_sla_breached,day_of_week,hour_of_day
APP-20038,Aktobe,Education Ministry,10,Service Quality,High,174,2026-01-01 16:00:00,,In Progress,,False,Thursday,16
APP-20039,Almaty,Education Ministry,10,Service Quality,Medium,125,2026-01-22 08:00:00,2026-01-28 05:35:28,Closed,5.899629629629629,False,Thursday,8
APP-20040,Almaty,Healthcare Board,7,Financial Support,Low,129,2026-02-19 16:00:00,,In Progress,,False,Thursday,16
APP-20041,Aktobe,Public Utilities,5,Service Quality,Medium,93,2026-02-17 11:00:00,2026-02-24 19:35:13,Closed,7.357789351851852,True,Tuesday,11
APP-20042,Shymkent,Education Ministry,10,Information Request,Medium,94,2026-02-22 10:00:00,2026-02-28 04:36:07,Closed,5.775081018518518,False,Sunday,10
APP-20043,Shymkent,Healthcare Board,7,Service Quality,Medium,100,2026-03-11 06:00:00,2026-03-15 13:09:53,Closed,4.298530092592593,False,Wednesday,6
APP-20044,Astana,Public Utilities,5,Financial Support,High,234,2026-01-26 14:00:00,2026-01-29 22:31:12,Closed,3.355,False,Monday,14
APP-20045,Almaty,Education Ministry,10,Service Quality,High,221,2025-12-14 09:00:00,2025-12-19 18:32:36,Closed,5.397638888888889,False,Sunday,9
APP-20046,Astana,Healthcare Board,7,Financial Support,Medium,140,2026-01-29 14:00:00,2026-02-01 02:32:32,Closed,2.5225925925925927,False,Thursday,14
APP-20047,Karaganda,Healthcare Board,7,Financial Support,Medium,104,2025-12-27 06:00:00,2026-01-06 00:50:58,Closed,9.785393518518518,True,Saturday,6
APP-20048,Almaty,Dept of Transportation,14,Service Quality,Low,108,2025-11-17 11:00:00,2025-11-26 06:34:57,Closed,8.8159375,False,Monday,11
APP-20049,Shymkent,Housing Administration,21,Financial Support,Low,115,2026-01-08 00:00:00,2026-01-17 12:49:43,Closed,9.534525462962963,False,Thursday,0
APP-20050,Astana,Housing Administration,21,Financial Support,Medium,74,2026-02-11 11:00:00,2026-02-20 04:17:19,Closed,8.720358796296296,False,Wednesday,11
APP-20051,Astana,Healthcare Board,7,Infrastructure,Medium,92,2026-03-04 21:00:00,,In Progress,,False,Wednesday,21
APP-20052,Astana,Healthcare Board,7,Information Request,High,214,2026-02-19 04:00:00,2026-02-25 10:22:47,Closed,6.265821759259259,False,Thursday,4
APP-20053,Aktobe,Public Utilities,5,Financial Support,Medium,32,2026-01-06 11:00:00,2026-01-12 06:44:20,Closed,5.822453703703704,True,Tuesday,11
APP-20054,Almaty,Public Utilities,5,Information Request,Medium,104,2025-12-08 09:00:00,2025-12-16 04:08:49,Closed,7.7977893518518515,True,Monday,9
APP-20055,Almaty,Healthcare Board,7,Infrastructure,Low,135,2026-02-19 19:00:00,2026-03-02 02:15:46,Closed,10.302615740740741,True,Thursday,19
APP-20056,Astana,Dept of Transportation,14,Financial Support,Medium,43,2025-10-26 19:00:00,2025-11-03 01:18:30,Closed,7.262847222222222,False,Sunday,19
APP-20057,Astana,Dept of Transportation,14,Infrastructure,Medium,126,2026-02-05 06:00:00,2026-02-08 15:19:54,Closed,3.3888194444444446,False,Thursday,6
APP-20058,Karaganda,Healthcare Board,7,Financial Support,Low,109,2025-11-27 04:00:00,2025-12-10 12:59:21,Closed,13.374548611111111,True,Thursday,4
APP-20059,Astana,Housing Administration,21,Information Request,Medium,60,2026-01-23 03:00:00,2026-01-31 22:09:22,Closed,8.798171296296296,False,Friday,3
APP-20060,Almaty,Healthcare Board,7,Financial Support,Low,122,2025-11-22 17:00:00,2025-12-05 12:44:15,Closed,12.822395833333333,True,Saturday,17
APP-20061,Almaty,Healthcare Board,7,Infrastructure,Low,79,2025-10-13 10:00:00,2025-10-28 11:57:29,Closed,15.081585648148149,True,Monday,10
APP-20062,Astana,Housing Administration,21,Information Request,Low,92,2025-11-05 03:00:00,2025-11-13 19:39:24,Closed,8.694027777777778,False,Wednesday,3
APP-20063,Shymkent,Dept of Transportation,14,Information Request,Medium,154,2025-10-30 12:00:00,2025-11-04 16:14:06,Closed,5.176458333333334,False,Thursday,12
APP-20064,Astana,Housing Administration,21,Service Quality,High,220,2026-02-18 12:00:00,2026-03-01 23:17:15,Closed,11.4703125,False,Wednesday,12
APP-20065,Almaty,Dept of Transportation,14,Infrastructure,Medium,106,2025-10-15 16:00:00,2025-10-22 09:45:41,Closed,6.740057870370371,False,Wednesday,16
APP-20066,Almaty,Dept of Transportation,14,Information Request,High,152,2025-10-24 15:00:00,2025-10-25 15:00:00,Closed,1.0,False,Friday,15
APP-20067,Astana,Education Ministry,10,Service Quality,Low,41,2025-11-20 17:00:00,2025-12-03 04:36:47,Closed,12.483877314814816,True,Thursday,17
APP-20068,Almaty,Dept of Transportation,14,Infrastructure,Medium,147,2026-01-27 11:00:00,2026-02-03 10:39:40,Closed,6.98587962962963,False,Tuesday,11
APP-20069,Aktobe,Dept of Transportation,14,Service Quality,Medium,161,2026-02-24 03:00:00,,In Progress,,False,Tuesday,3
APP-20070,Almaty,Dept of Transportation,14,Service Quality,High,201,2025-10-31 12:00:00,2025-11-06 18:46:43,Closed,6.282442129629629,False,Friday,12
APP-20071,Karaganda,Education Ministry,10,Financial Support,Medium,121,2026-02-06 12:00:00,2026-02-15 04:11:20,Closed,8.674537037037037,False,Friday,12
APP-20072,Shymkent,Public Utilities,5,Service Quality,Low,113,2026-01-17 17:00:00,,In Progress,,False,Saturday,17
APP-20073,Aktobe,Housing Administration,21,Financial Support,Medium,122,2026-02-05 23:00:00,2026-02-20 21:35:12,Closed,14.94111111111111,False,Thursday,23
APP-20074,Astana,Dept of Transportation,14,Information Request,Medium,109,2025-11-14 17:00:00,2025-11-23 22:17:54,Closed,9.22076388888889,False,Friday,17
APP-20075,Astana,Dept of Transportation,14,Service Quality,Medium,216,2026-03-16 14:00:00,,In Progress,,False,Monday,14
APP-20076,Almaty,Healthcare Board,7,Information Request,Low,71,2026-02-06 15:00:00,,In Progress,,False,Friday,15
APP-20077,Almaty,Housing Administration,21,Infrastructure,High,211,2026-03-19 04:00:00,2026-03-24 15:01:57,Closed,5.4596875,False,Thursday,4
APP-20078,Almaty,Education Ministry,10,Information Request,Low,118,2025-10-12 06:00:00,2025-10-24 23:35:18,Closed,12.732847222222222,True,Sunday,6
APP-20079,Astana,Public Utilities,5,Information Request,Medium,101,2025-12-27 01:00:00,2026-01-07 02:51:48,Closed,11.077638888888888,True,Saturday,1
APP-20080,Almaty,Public Utilities,5,Information Request,Medium,129,2025-12-01 16:00:00,2025-12-10 20:24:22,Closed,9.183587962962964,True,Monday,16
APP-20081,Shymkent,Housing Administration,21,Information Request,Low,125,2026-03-04 17:00:00,2026-03-15 20:47:00,Closed,11.157638888888888,False,Wednesday,17
APP-20082,Almaty,Healthcare Board,7,Information Request,Medium,52,2026-02-19 07:00:00,,In Progress,,False,Thursday,7
APP-20083,Astana,Dept of Transportation,14,Service Quality,Medium,115,2025-12-06 22:00:00,,In Progress,,False,Saturday,22
APP-20084,Shymkent,Public Utilities,5,Information Request,High,251,2026-02-02 23:00:00,2026-02-11 07:32:23,Closed,8.355821759259259,True,Monday,23
APP-20085,Shymkent,Public Utilities,5,Information Request,Low,95,2025-11-03 20:00:00,2025-11-18 01:50:00,Closed,14.243055555555555,True,Monday,20
APP-20086,Shymkent,Housing Administration,21,Information Request,Medium,127,2026-02-13 12:00:00,2026-02-21 11:53:10,Closed,7.995254629629629,False,Friday,12
APP-20087,Astana,Public Utilities,5,Service Quality,Medium,122,2025-12-25 10:00:00,2026-01-05 16:17:10,Closed,11.261921296296297,True,Thursday,10
APP-20088,Almaty,Housing Administration,21,Financial Support,Medium,79,2026-01-20 07:00:00,2026-01-26 15:20:06,Closed,6.347291666666667,False,Tuesday,7
APP-20089,Karaganda,Education Ministry,10,Financial Support,Medium,75,2025-12-18 13:00:00,2025-12-24 06:40:58,Closed,5.736782407407407,False,Thursday,13
APP-20090,Astana,Public Utilities,5,Information Request,Medium,128,2025-11-04 22:00:00,2025-11-11 07:40:24,Closed,6.4030555555555555,True,Tuesday,22
APP-20091,Almaty,Housing Administration,21,Infrastructure,Low,90,2026-02-09 05:00:00,2026-02-19 08:12:19,Closed,10.13355324074074,False,Monday,5
APP-20092,Shymkent,Public Utilities,5,Information Request,High,148,2025-12-23 16:00:00,2025-12-24 16:00:00,Closed,1.0,False,Tuesday,16
APP-20093,Karaganda,Dept of Transportation,14,Information Request,Medium,131,2025-12-10 01:00:00,,In Progress,,False,Wednesday,1
APP-20094,Astana,Housing Administration,21,Infrastructure,Low,101,2026-02-10 03:00:00,2026-02-23 05:27:35,Closed,13.102488425925927,False,Tuesday,3
APP-20095,Astana,Housing Administration,21,Information Request,Low,154,2026-01-29 11:00:00,2026-02-11 23:23:34,Closed,13.51636574074074,False,Thursday,11
APP-20096,Astana,Housing Administration,21,Financial Support,Low,79,2026-03-28 22:00:00,2026-04-07 09:27:48,Closed,9.477638888888889,False,Saturday,22
APP-20097,Shymkent,Healthcare Board,7,Service Quality,Low,96,2026-01-16 10:00:00,2026-01-29 17:17:20,Closed,13.303703703703704,True,Friday,10
APP-20098,Almaty,Healthcare Board,7,Information Request,Low,51,2025-11-18 05:00:00,2025-11-25 18:32:38,Closed,7.564328703703704,True,Tuesday,5
APP-20099,Astana,Housing Administration,21,Infrastructure,Medium,114,2026-01-01 11:00:00,2026-01-09 06:30:42,Closed,7.812986111111111,False,Thursday,11
APP-20100,Shymkent,Housing Administration,21,Information Request,Medium,39,2025-10-03 02:00:00,2025-10-09 02:17:46,Closed,6.012337962962963,False,Friday,2
APP-20101,Almaty,Education Ministry,10,Information Request,Medium,93,2025-12-20 13:00:00,,In Progress,,False,Saturday,13
APP-20102,Aktobe,Public Utilities,5,Infrastructure,Low,112,2026-03-03 02:00:00,2026-03-19 01:06:48,Closed,15.963055555555556,True,Tuesday,2
APP-20103,Astana,Education Ministry,10,Information Request,Medium,108,2026-03-18 09:00:00,2026-03-24 00:49:50,Closed,5.6596064814814815,False,Wednesday,9
APP-20104,Almaty,Public Utilities,5,Infrastructure,Medium,35,2026-02-25 15:00:00,2026-03-01 23:51:24,Closed,4.369027777777778,False,Wednesday,15
APP-20105,Almaty,Healthcare Board,7,Information Request,Medium,101,2026-03-12 21:00:00,2026-03-16 12:29:28,Closed,3.645462962962963,False,Thursday,21
APP-20106,Almaty,Education Ministry,10,Service Quality,Medium,39,2026-03-08 14:00:00,,In Progress,,False,Sunday,14
APP-20107,Karaganda,Dept of Transportation,14,Infrastructure,Low,77,2025-11-05 04:00:00,2025-11-17 08:13:37,Closed,12.176122685185184,False,Wednesday,4
APP-20108,Shymkent,Education Ministry,10,Service Quality,Medium,117,2025-11-09 21:00:00,2025-11-22 08:20:41,Closed,12.472696759259259,True,Sunday,21
APP-20109,Almaty,Healthcare Board,7,Information Request,Medium,98,2025-10-24 04:00:00,2025-11-01 08:32:44,Closed,8.189398148148149,True,Friday,4
APP-20110,Karaganda,Dept of Transportation,14,Infrastructure,Medium,82,2026-02-17 06:00:00,,In Progress,,False,Tuesday,6
APP-20111,Aktobe,Housing Administration,21,Service Quality,Medium,103,2025-11-01 03:00:00,2025-11-08 07:45:34,Closed,7.198310185185186,False,Saturday,3
APP-20112,Aktobe,Public Utilities,5,Financial Support,Medium,117,2026-03-15 05:00:00,2026-03-21 09:26:33,Closed,6.185104166666667,True,Sunday,5
APP-20113,Almaty,Dept of Transportation,14,Financial Support,Low,92,2025-12-23 11:00:00,2026-01-05 01:11:31,Closed,12.591331018518519,False,Tuesday,11
APP-20114,Aktobe,Healthcare Board,7,Financial Support,Low,103,2025-12-28 03:00:00,2026-01-05 12:29:16,Closed,8.395324074074074,True,Sunday,3
APP-20115,Almaty,Healthcare Board,7,Service Quality,High,220,2026-02-05 00:00:00,2026-02-08 16:49:40,Closed,3.7011574074074076,False,Thursday,0
APP-20116,Astana,Housing Administration,21,Information Request,Medium,160,2026-02-22 19:00:00,2026-03-01 18:31:44,Closed,6.980370370370371,False,Sunday,19
APP-20117,Almaty,Public Utilities,5,Financial Support,Medium,94,2026-01-05 15:00:00,,In Progress,,False,Monday,15
APP-20118,Aktobe,Public Utilities,5,Service Quality,Medium,131,2026-02-12 03:00:00,2026-02-14 16:41:02,Closed,2.570162037037037,False,Thursday,3
APP-20119,Karaganda,Education Ministry,10,Infrastructure,Medium,86,2025-12-16 14:00:00,2025-12-27 05:47:36,Closed,10.658055555555556,True,Tuesday,14
APP-20120,Almaty,Dept of Transportation,14,Financial Support,Medium,119,2026-01-28 16:00:00,2026-02-07 07:29:30,Closed,9.645486111111111,False,Wednesday,16
APP-20121,Almaty,Dept of Transportation,14,Financial Support,Low,117,2026-01-22 11:00:00,2026-02-06 21:17:55,Closed,15.429108796296296,True,Thursday,11
APP-20122,Almaty,Healthcare Board,7,Financial Support,Medium,59,2026-02-13 10:00:00,2026-02-22 04:41:42,Closed,8.778958333333334,True,Friday,10
APP-20123,Almaty,Housing Administration,21,Information Request,Low,55,2025-10-02 06:00:00,2025-10-10 06:59:16,Closed,8.041157407407407,False,Thursday,6
APP-20124,Almaty,Housing Administration,21,Financial Support,High,240,2026-03-23 13:00:00,2026-03-30 09:28:56,Closed,6.853425925925926,False,Monday,13
APP-20125,Astana,Education Ministry,10,Information Request,High,212,2026-03-10 04:00:00,2026-03-18 12:39:42,Closed,8.360902777777778,False,Tuesday,4
APP-20126,Shymkent,Dept of Transportation,14,Financial Support,Medium,93,2025-10-15 07:00:00,2025-10-19 18:26:17,Closed,4.4765856481481485,False,Wednesday,7
APP-20127,Astana,Dept of Transportation,14,Financial Support,High,167,2025-12-25 17:00:00,2025-12-28 12:07:03,Closed,2.7965625,False,Thursday,17
APP-20128,Almaty,Housing Administration,21,Information Request,Low,63,2025-12-12 03:00:00,2025-12-24 14:46:22,Closed,12.490532407407407,False,Friday,3
APP-20129,Almaty,Housing Administration,21,Service Quality,Low,127,2025-11-20 13:00:00,2025-11-25 19:53:09,Closed,5.286909722222222,False,Thursday,13
APP-20130,Shymkent,Housing Administration,21,Information Request,Low,40,2026-03-29 05:00:00,2026-04-07 00:54:43,Closed,8.829664351851852,False,Sunday,5
APP-20131,Karaganda,Education Ministry,10,Information Request,Medium,126,2025-12-25 19:00:00,,In Progress,,False,Thursday,19
APP-20132,Astana,Housing Administration,21,Financial Support,Medium,85,2026-03-26 07:00:00,2026-04-03 11:38:27,Closed,8.193368055555556,False,Thursday,7
APP-20133,Almaty,Healthcare Board,7,Service Quality,Low,111,2026-03-28 01:00:00,2026-04-10 21:57:41,Closed,13.873391203703704,True,Saturday,1
APP-20134,Almaty,Dept of Transportation,14,Service Quality,Medium,73,2025-11-02 06:00:00,,In Progress,,False,Sunday,6
APP-20135,Almaty,Public Utilities,5,Infrastructure,Low,97,2026-03-05 21:00:00,,In Progress,,False,Thursday,21
APP-20136,Karaganda,Education Ministry,10,Financial Support,Low,61,2026-01-12 06:00:00,2026-01-23 19:21:07,Closed,11.556331018518518,True,Monday,6
APP-20137,Aktobe,Dept of Transportation,14,Financial Support,Medium,72,2025-11-20 16:00:00,2025-11-29 09:20:30,Closed,8.722569444444444,False,Thursday,16
APP-20138,Astana,Healthcare Board,7,Information Request,High,185,2025-10-19 03:00:00,2025-10-25 13:04:15,Closed,6.4196180555555555,False,Sunday,3
APP-20139,Astana,Healthcare Board,7,Information Request,Low,91,2026-03-18 22:00:00,2026-03-28 00:57:39,Closed,9.123368055555556,True,Wednesday,22
APP-20140,Astana,Public Utilities,5,Infrastructure,Medium,91,2025-11-05 20:00:00,2025-11-16 02:58:08,Closed,10.29037037037037,True,Wednesday,20
APP-20141,Aktobe,Housing Administration,21,Information Request,High,129,2025-11-13 00:00:00,2025-11-20 08:36:15,Closed,7.358506944444445,False,Thursday,0
APP-20142,Shymkent,Housing Administration,21,Service Quality,Low,103,2026-03-28 06:00:00,2026-04-08 03:33:47,Closed,10.898460648148149,False,Saturday,6
APP-20143,Almaty,Dept of Transportation,14,Infrastructure,Medium,125,2026-03-06 20:00:00,2026-03-13 14:15:03,Closed,6.760451388888889,False,Friday,20
APP-20144,Almaty,Education Ministry,10,Infrastructure,Low,96,2025-10-06 00:00:00,2025-10-16 22:59:46,Closed,10.958171296296296,True,Monday,0
APP-20145,Almaty,Public Utilities,5,Service Quality,Low,41,2026-02-12 16:00:00,,In Progress,,False,Thursday,16
APP-20146,Aktobe,Public Utilities,5,Infrastructure,High,258,2025-11-10 03:00:00,2025-11-18 07:48:47,Closed,8.20054398148148,True,Monday,3
APP-20147,Astana,Public Utilities,5,Financial Support,Medium,98,2025-10-24 19:00:00,,In Progress,,False,Friday,19
APP-20148,Almaty,Healthcare Board,7,Infrastructure,Medium,129,2026-02-13 10:00:00,2026-02-18 14:13:55,Closed,5.1763310185185185,False,Friday,10
APP-20149,Karaganda,Public Utilities,5,Financial Support,Low,148,2026-02-16 11:00:00,2026-03-04 01:47:55,Closed,15.616608796296296,True,Monday,11
APP-20150,Aktobe,Public Utilities,5,Financial Support,Medium,59,2025-11-21 04:00:00,2025-11-26 21:55:35,Closed,5.746932870370371,True,Friday,4
APP-20151,Astana,Public Utilities,5,Financial Support,High,253,2026-01-21 22:00:00,2026-02-02 07:37:22,Closed,11.400949074074074,True,Wednesday,22
APP-20152,Aktobe,Public Utilities,5,Financial Support,Low,129,2025-11-15 03:00:00,2025-11-25 01:11:37,Closed,9.924733796296296,True,Saturday,3
APP-20153,Almaty,Housing Administration,21,Infrastructure,Medium,94,2026-01-15 01:00:00,2026-01-19 11:08:19,Closed,4.42244212962963,False,Thursday,1
APP-20154,Almaty,Housing Administration,21,Service Quality,High,198,2025-12-04 01:00:00,2025-12-11 19:07:47,Closed,7.755405092592593,False,Thursday,1
APP-20155,Karaganda,Healthcare Board,7,Service Quality,Medium,63,2026-03-14 08:00:00,2026-03-24 23:02:32,Closed,10.62675925925926,True,Saturday,8
APP-20156,Shymkent,Healthcare Board,7,Financial Support,High,199,2025-10-04 04:00:00,2025-10-10 04:08:41,Closed,6.006030092592592,False,Saturday,4
APP-20157,Karaganda,Education Ministry,10,Infrastructure,Medium,76,2026-01-23 06:00:00,2026-01-30 02:40:52,Closed,6.861712962962963,False,Friday,6
APP-20158,Aktobe,Dept of Transportation,14,Service Quality,Low,138,2025-11-14 21:00:00,2025-11-27 18:37:09,Closed,12.900798611111112,False,Friday,21
APP-20159,Astana,Healthcare Board,7,Financial Support,Medium,93,2025-10-21 00:00:00,2025-10-27 01:55:04,Closed,6.079907407407408,False,Tuesday,0
APP-20160,Almaty,Dept of Transportation,14,Infrastructure,Low,74,2026-02-21 09:00:00,,In Progress,,False,Saturday,9
APP-20161,Astana,Housing Administration,21,Information Request,High,173,2026-01-02 07:00:00,2026-01-09 14:46:50,Closed,7.324189814814815,False,Friday,7
APP-20162,Shymkent,Public Utilities,5,Financial Support,High,228,2026-02-20 13:00:00,2026-03-04 16:25:14,Closed,12.142523148148149,True,Friday,13
APP-20163,Astana,Healthcare Board,7,Infrastructure,Medium,125,2026-01-16 11:00:00,2026-01-26 19:53:52,Closed,10.370740740740741,True,Friday,11
APP-20164,Almaty,Public Utilities,5,Service Quality,Medium,79,2025-10-02 20:00:00,2025-10-11 15:01:10,Closed,8.792476851851852,True,Thursday,20
APP-20165,Karaganda,Healthcare Board,7,Infrastructure,Medium,114,2025-11-22 20:00:00,2025-12-03 08:32:28,Closed,10.522546296296296,True,Saturday,20
APP-20166,Astana,Public Utilities,5,Financial Support,High,197,2025-11-24 20:00:00,,In Progress,,False,Monday,20
APP-20167,Almaty,Healthcare Board,7,Financial Support,Low,81,2026-01-09 17:00:00,2026-01-23 13:07:14,Closed,13.838356481481481,True,Friday,17
APP-20168,Astana,Education Ministry,10,Financial Support,Medium,90,2026-01-02 20:00:00,2026-01-08 08:52:08,Closed,5.536203703703704,False,Friday,20
APP-20169,Astana,Dept of Transportation,14,Financial Support,Low,65,2026-02-28 01:00:00,2026-03-11 10:57:39,Closed,11.415034722222222,False,Saturday,1
APP-20170,Shymkent,Healthcare Board,7,Information Request,Low,68,2025-12-07 14:00:00,2025-12-15 12:24:12,Closed,7.933472222222222,True,Sunday,14
APP-20171,Almaty,Housing Administration,21,Financial Support,Medium,106,2026-01-30 09:00:00,2026-02-08 13:15:35,Closed,9.177488425925926,False,Friday,9
APP-20172,Shymkent,Education Ministry,10,Service Quality,Medium,79,2025-12-21 19:00:00,2025-12-28 05:15:27,Closed,6.427395833333334,False,Sunday,19
APP-20173,Almaty,Dept of Transportation,14,Information Request,Medium,78,2025-11-11 20:00:00,2025-11-18 13:15:39,Closed,6.719201388888889,False,Tuesday,20
APP-20174,Almaty,Public Utilities,5,Financial Support,Medium,135,2025-12-28 15:00:00,2026-01-02 19:32:59,Closed,5.189571759259259,True,Sunday,15
APP-20175,Astana,Housing Administration,21,Financial Support,High,226,2026-01-04 21:00:00,2026-01-14 12:22:18,Closed,9.64048611111111,False,Sunday,21
APP-20176,Almaty,Dept of Transportation,14,Service Quality,Medium,102,2026-02-26 08:00:00,2026-03-03 05:58:42,Closed,4.915763888888889,False,Thursday,8
APP-20177,Karaganda,Public Utilities,5,Infrastructure,Medium,135,2025-10-09 15:00:00,2025-10-15 07:28:58,Closed,5.686782407407407,True,Thursday,15
APP-20178,Shymkent,Public Utilities,5,Service Quality,Medium,111,2025-10-09 08:00:00,2025-10-15 13:05:45,Closed,6.212326388888889,True,Thursday,8
APP-20179,Astana,Dept of Transportation,14,Infrastructure,High,198,2025-10-06 16:00:00,2025-10-13 12:10:13,Closed,6.84042824074074,False,Monday,16
APP-20180,Karaganda,Public Utilities,5,Information Request,High,188,2026-03-06 14:00:00,2026-03-11 07:47:39,Closed,4.741423611111111,False,Friday,14
